24
241	58	22	16	0.983255
44	66	26	17	-1.38472
36	31	26	16	-0.495644
133	186	32	25	0.568969
195	93	36	31	0.681619
150	72	29	26	0.0603174
89	90	32	21	1.08351
106	193	32	22	1.27532
280	182	19	17	-1.25809
224	245	28	18	1.37772
28	221	25	20	-1.26856
172	258	28	28	1.20254
71	30	32	25	-1.34005
80	129	36	16	0.132653
272	27	25	20	1.25052
112	117	31	21	1.51528
31	206	26	16	1.33531
221	204	31	18	-0.900063
266	66	34	27	-0.425687
253	177	30	16	1.54324
270	144	30	24	1.11414
180	43	38	27	-0.00686872
129	224	26	20	0.913538
209	150	35	16	-1.52768
