24
60	226	36	16	-0.653687
98	56	28	18	0.424325
44	50	26	24	-0.474149
44	248	34	17	0.130787
176	152	30	29	-1.46986
124	196	37	28	0.688742
77	127	33	31	-0.147832
149	130	37	26	-0.379746
170	229	24	18	1.4424
252	125	34	18	1.50984
202	223	34	18	0.124935
51	105	26	21	0.710589
56	33	37	16	1.44667
236	94	37	23	-1.07807
132	62	32	22	0.720823
122	248	24	20	-1.0332
34	159	28	18	1.55447
178	111	30	28	1.43313
245	256	38	33	0.427729
76	263	29	17	0.61414
261	205	24	16	-1.07341
184	260	31	25	-1.56516
89	195	23	19	-0.260731
267	88	23	19	-1.52881
