24
115	39	23	22	-0.589867
207	109	34	30	1.35962
235	187	25	18	-0.969086
233	94	23	18	1.32712
165	254	29	29	-0.894743
197	180	28	24	-0.538699
257	244	30	29	-0.492687
27	149	30	16	0.665541
213	41	30	20	0.614494
107	158	37	23	0.512996
154	31	22	17	-1.01035
32	235	36	22	-0.503547
151	77	36	21	0.150289
39	103	30	24	1.18299
86	181	24	16	1.20644
226	244	33	24	-0.0486166
72	247	36	26	0.274812
127	192	22	22	1.34445
248	27	24	17	-1.05598
158	231	34	18	0.914187
235	135	37	23	-1.20972
119	91	38	17	0.572027
129	249	27	17	-1.23225
73	75	33	17	-0.244566
