24
268	212	32	16	0.983106
100	164	36	21	1.06103
57	247	34	24	1.5044
115	27	31	17	0.966183
110	102	26	26	-0.15741
154	243	29	25	-1.17509
129	53	24	18	0.188667
209	145	37	25	1.23853
67	78	37	33	0.616416
143	228	36	25	0.675925
274	100	22	21	1.02737
218	178	25	18	1.4102
51	107	26	16	-0.339458
179	162	38	25	-0.620488
93	262	33	23	-0.867614
105	178	34	27	0.930353
61	214	32	16	-0.484168
243	220	27	23	0.906565
261	269	30	28	-1.24364
189	215	21	17	-0.414873
251	100	30	16	-0.0389189
221	47	37	20	-0.400318
166	39	21	16	0.871783
256	44	35	29	0.365096
