24
101	118	37	26	1.30403
99	98	37	31	-0.953354
54	110	18	16	-1.07591
157	74	33	16	0.44223
180	213	19	18	-1.50051
203	161	34	30	-1.36351
245	88	24	18	1.22148
34	55	32	27	1.56846
57	238	37	18	1.17016
39	251	33	20	1.04323
261	136	36	22	-0.233801
267	269	25	17	0.515795
242	187	28	20	0.106101
177	32	31	21	0.574998
202	236	36	16	0.588207
71	38	23	21	0.579296
148	40	22	19	1.45954
252	251	34	33	-0.0697817
189	71	30	22	-0.551218
133	172	38	19	1.27829
152	238	27	25	1.44576
110	273	31	16	1.27662
122	218	26	20	0.792421
92	270	21	16	1.01992
