24
42	103	29	25	-0.77838
68	160	27	24	0.845119
224	104	25	24	-1.25851
269	191	24	20	-1.01919
256	92	34	26	1.38319
87	158	34	18	-0.657633
80	82	34	24	0.327476
199	59	34	19	-0.930841
261	241	37	30	0.886186
220	225	32	19	0.397365
28	58	16	16	-0.250811
156	253	27	26	1.41072
143	44	33	25	-0.691759
48	35	24	17	-0.980418
123	252	25	22	0.551807
180	82	31	18	0.170243
91	105	36	22	-1.3109
267	149	26	17	-0.787085
126	213	25	17	-0.807468
134	72	23	16	1.54969
82	217	24	23	0.807336
35	206	27	26	-1.18174
203	272	21	18	-0.883584
77	276	32	20	-1.40312
