24
234	230	34	33	-0.402967
83	108	32	28	0.034196
252	154	36	30	0.60842
153	168	35	32	-0.935733
165	247	20	18	0.158805
171	195	35	25	-0.657659
131	90	20	16	-0.444461
43	85	36	21	-0.0420853
241	96	37	37	-0.695606
38	107	26	19	-1.00955
220	245	35	33	0.068415
169	62	31	21	-0.861874
117	259	32	16	1.39072
161	39	38	26	1.02015
128	188	22	20	-1.2584
100	229	33	17	-0.814753
66	148	31	17	0.445998
206	29	36	21	1.53838
217	153	24	24	-0.181677
156	279	33	16	1.29517
262	44	21	19	-1.09457
157	103	28	16	-0.602548
276	101	28	16	-0.00637158
58	243	37	26	-0.33641
