24
146	127	27	16	-0.873209
73	260	36	31	-0.699855
110	202	27	24	-0.934889
267	235	19	17	-0.341251
105	140	37	30	-0.545785
245	167	29	25	0.954511
199	201	26	24	0.176263
139	79	36	21	1.50996
164	193	20	17	-1.18854
75	48	36	19	0.624592
253	83	34	25	-1.04614
268	108	31	22	0.779681
128	54	20	17	1.0703
50	89	24	21	0.938655
236	113	28	19	1.10831
40	257	29	21	-0.278703
191	69	29	16	-1.08005
136	225	25	23	-1.2413
267	166	27	23	-1.0031
183	234	20	19	0.993218
184	153	24	18	0.11437
227	239	32	20	0.579001
42	37	38	16	1.40487
56	211	27	25	-0.365422
