24
256	91	22	19	-0.751645
224	99	37	37	-0.76527
95	221	33	27	0.0819557
74	213	24	17	-0.0495428
119	106	20	17	1.20294
126	52	36	31	0.582654
128	149	37	17	-0.641773
26	230	29	18	0.751511
255	216	34	18	-0.852335
30	248	32	27	0.178319
236	274	32	21	-1.09537
249	148	26	18	0.589036
204	259	37	28	-0.10697
280	199	17	16	0.417366
111	155	30	22	-0.330411
90	63	36	25	-0.390468
279	155	18	17	-0.951083
227	38	30	28	-0.63438
273	33	23	22	1.46668
203	194	28	24	-0.297906
39	91	38	29	-1.17327
33	136	18	16	0.000645291
62	118	31	21	-1.28671
207	156	21	16	-0.820234
