24
26	161	35	23	0.22398
174	64	28	26	1.11401
69	30	24	17	-0.967351
54	159	37	33	-0.0171942
103	274	20	18	0.721187
170	142	18	16	-1.30656
249	165	31	18	-1.07139
151	39	21	19	1.11814
231	43	23	18	-0.372354
225	138	38	25	-1.141
104	230	18	16	0.902807
218	228	33	23	-0.944975
155	172	36	24	0.813558
252	264	38	30	1.23034
121	277	23	16	1.04025
60	218	36	19	-1.13641
256	73	21	18	1.48909
205	160	28	18	-0.258759
65	70	34	22	1.42922
96	31	33	21	0.837574
194	258	34	21	1.21049
107	180	18	17	-1.46144
116	144	33	17	-0.508439
142	69	29	29	-0.475313
