24
85	233	33	27	0.57118
210	168	26	20	0.416893
181	187	36	27	0.622291
68	173	26	16	-0.534622
220	59	27	19	1.11452
86	100	22	17	0.400105
38	212	31	28	-1.13475
57	130	28	18	1.5495
153	52	31	29	-0.474917
207	259	35	33	0.372683
263	83	25	16	-1.21631
232	97	31	19	1.27725
123	115	33	24	1.37489
179	238	19	18	1.42865
90	158	20	18	-0.0173839
114	185	28	22	1.13186
31	111	29	25	-1.1247
161	272	27	17	1.36764
94	33	35	19	-1.3424
225	26	21	16	-1.07262
269	121	32	20	-1.02187
82	50	26	16	-1.47679
25	257	24	20	0.0198639
157	27	22	16	-1.3074
