24
268	265	35	18	0.444886
134	182	35	22	1.33677
39	75	19	16	-0.74059
107	238	38	25	-0.262924
73	255	35	34	-1.08477
178	124	27	18	0.187178
157	123	31	16	0.526432
199	207	38	32	1.04813
232	145	29	25	1.17977
153	54	36	34	-1.32794
199	61	29	18	1.03401
267	19	18	16	0.856968
61	199	27	25	0.216627
108	154	26	24	0.15508
269	225	28	18	1.48328
200	252	36	21	-1.19904
272	52	37	24	-0.0703101
31	89	19	18	-1.01084
252	128	28	27	1.40604
133	91	35	18	1.23577
167	239	24	20	-0.730316
246	64	25	16	0.485966
40	212	33	17	-1.1318
55	144	30	27	-1.51531
