24
204	169	27	25	1.19944
253	157	32	29	-1.30245
256	174	27	27	-0.693168
138	95	36	21	-0.0752292
186	121	24	23	0.156989
94	255	23	18	1.56421
204	91	22	16	-1.03386
54	96	28	26	-0.639977
60	205	33	20	-0.982035
54	163	30	23	-0.574275
122	228	22	18	0.658559
178	45	25	22	0.899848
154	250	36	33	1.09974
65	37	34	28	-0.0493285
110	128	35	16	-0.455123
202	25	30	20	-1.23081
35	84	27	21	-1.51321
136	145	30	18	0.123473
49	254	27	19	-0.644719
206	222	35	29	1.34982
205	57	24	16	-1.50833
261	44	33	27	-0.829253
27	196	23	19	-0.929638
93	57	21	16	-1.42286
