24
60	61	36	23	0.400672
142	102	29	22	-0.279983
114	226	18	18	-0.833072
256	155	31	29	1.20543
55	233	37	21	-1.07427
125	106	27	21	0.0464834
175	274	30	24	1.40651
235	252	18	17	0.164717
255	183	37	30	0.610588
81	168	27	17	1.54498
163	171	22	18	0.311296
177	64	26	23	0.342906
60	158	35	23	-1.37263
74	92	37	17	0.632507
189	150	33	18	0.587931
188	41	34	26	-1.52278
265	264	34	19	1.02153
38	93	26	18	0.111778
113	260	38	16	-0.200382
58	248	33	20	-1.02665
153	254	23	17	-1.44022
221	181	24	19	-1.49889
197	227	32	26	0.83375
136	52	34	19	0.893255
