24
114	208	35	17	-0.232227
67	62	29	26	0.571438
104	192	30	18	-0.566297
250	250	18	18	1.23924
238	148	31	29	-0.694756
168	121	33	31	1.01711
186	30	23	23	-0.779131
231	172	36	16	-0.954285
200	71	31	17	0.702408
72	278	20	18	0.729028
270	237	28	20	0.198023
81	35	30	29	0.78914
143	88	28	27	-0.735111
34	30	27	18	-0.596013
115	132	37	27	1.05516
244	77	27	25	0.399307
241	93	21	19	1.01288
171	40	23	20	0.968179
175	184	36	27	0.713112
80	246	23	21	1.33542
201	220	34	34	0.603977
160	241	32	18	1.20358
25	84	28	17	0.0584471
48	257	25	17	-0.736795
