24
262	267	27	18	0.156753
59	70	38	23	0.841257
139	258	32	17	0.106232
210	112	25	17	0.370442
69	38	23	19	0.885904
248	171	37	15	-0.567267
31	214	31	11	0.829654
247	95	25	20	-0.377086
240	220	38	37	1.30119
111	240	26	11	1.34062
216	40	30	15	1.06857
62	131	38	31	-1.51895
34	170	29	19	-1.03281
40	241	32	14	-1.32142
80	158	38	23	0.417742
256	47	38	33	-0.891208
228	272	16	13	1.33478
133	212	24	23	1.12633
68	213	29	11	1.11815
227	167	32	12	-1.4612
107	81	33	17	-1.27289
159	215	21	11	-1.5062
282	250	17	12	-1.29741
184	149	28	11	1.16013
