24
70	131	36	27	-0.777469
251	42	29	17	-0.113703
198	79	33	30	1.56581
89	183	32	27	-0.143146
107	80	36	30	-1.34343
67	256	19	17	0.171942
132	41	22	19	0.289422
253	144	27	21	0.852736
204	206	38	19	-1.36762
110	138	19	12	0.200429
66	49	29	13	0.31587
90	25	22	16	-0.374878
79	276	20	14	0.431368
63	194	20	13	0.934431
170	57	21	13	-0.668637
264	67	31	17	-0.657623
174	117	35	26	-1.04431
144	228	35	34	-0.288175
172	185	15	11	0.778349
255	108	16	15	-0.221866
188	266	31	28	1.49813
137	264	38	14	0.504063
239	254	38	17	-1.22971
23	135	20	14	-1.01692
