24
125	224	32	20	0.671309
139	132	36	32	0.00726659
109	235	30	22	0.950406
205	145	28	14	-1.15369
214	94	26	24	-1.00982
230	145	28	17	-0.537975
64	153	25	15	0.790861
128	71	33	13	1.18345
271	171	19	13	-0.205021
113	62	25	15	-0.0488481
248	181	17	15	1.11111
100	193	24	21	1.4554
177	109	15	13	-0.334564
46	166	22	15	-0.29498
240	63	36	29	0.885563
262	97	25	12	0.776152
82	89	32	11	0.441346
76	213	17	15	0.840687
169	38	38	16	0.904141
70	75	24	18	-0.669807
130	24	27	17	-1.38796
186	75	21	13	1.5428
148	174	26	21	-0.753973
38	122	24	22	0.970624
