24
211	119	33	14	-1.31402
103	86	35	22	-0.879954
198	214	25	17	0.5026
250	154	37	34	1.49028
241	45	26	15	-0.135054
240	211	30	13	0.165983
186	218	27	12	-0.148565
121	124	26	23	-1.36247
266	40	35	26	0.670838
59	185	35	34	0.969925
272	79	24	14	0.119917
251	264	18	14	0.280253
65	104	26	19	0.191469
80	193	35	15	0.263912
163	78	36	23	-0.912185
196	133	32	18	1.10115
272	274	19	14	0.0833939
252	83	33	12	0.69957
141	33	28	17	1.1532
210	71	20	20	0.062055
271	235	20	17	0.434488
165	176	35	20	1.4666
147	202	32	23	-0.229097
186	52	23	11	0.0908312
