24
23	135	31	14	0.439606
45	68	36	31	-0.188303
40	134	27	17	-1.31314
191	237	37	31	0.16696
257	132	12	11	-0.945495
67	216	29	28	-0.686636
127	129	16	11	-0.224688
209	237	38	27	0.812343
109	77	22	18	1.00839
108	197	29	19	0.673801
120	233	34	15	0.414164
193	81	12	11	0.714133
53	190	24	20	-0.625949
210	174	36	28	0.702996
259	166	22	17	-1.33774
125	149	13	12	0.939006
210	82	21	14	0.403022
99	103	24	21	-1.07312
232	119	23	21	1.41944
267	99	21	18	-1.0544
69	41	26	21	0.449814
26	34	24	11	-0.0781967
250	75	30	17	0.413639
163	130	34	24	1.00449
