24
67	42	24	24	-0.970458
269	229	31	17	0.120393
196	74	32	20	0.148348
127	116	34	22	0.449942
108	216	34	24	1.02152
63	260	37	30	-0.171082
92	270	32	19	0.897378
254	176	34	27	0.6285
198	172	37	21	0.686484
157	39	26	24	-1.09744
244	76	37	31	1.28679
182	143	20	18	0.364596
221	262	36	34	1.37697
93	18	17	14	0.797278
153	87	26	15	-0.506477
203	236	19	13	1.27528
236	39	32	28	1.0277
96	189	20	19	-1.10621
68	86	24	21	0.679368
128	70	24	13	1.42501
272	129	28	18	0.551388
148	169	30	21	-0.870554
132	37	20	15	-0.999403
243	132	15	14	0.11283
