24
242	200	37	18	1.08461
275	186	28	16	-0.24994
257	38	28	13	-0.816171
128	170	17	13	-0.692031
110	112	37	32	-1.19117
67	157	33	33	0.499928
254	83	31	21	-1.41793
217	68	34	33	0.124843
181	219	15	14	0.847843
211	175	38	18	-1.54125
67	36	36	24	0.813385
177	124	30	22	-0.314125
104	43	19	12	-1.11743
54	97	27	21	0.374253
155	194	22	11	-1.30035
216	113	23	17	-0.585706
239	155	22	18	0.628195
216	17	33	14	-1.47639
114	207	36	23	-1.02654
182	144	23	13	-1.40083
138	246	37	29	0.791324
31	65	28	21	1.52794
152	171	18	18	-1.13671
259	23	26	13	1.16662
