24
185	104	23	13	1.25676
60	46	18	17	-1.07117
280	102	19	13	-0.632447
262	196	38	13	-0.366128
211	210	38	21	-1.06772
46	76	22	21	-0.0383853
283	264	17	11	-0.860476
252	92	37	16	-0.183756
117	198	26	25	0.712183
124	222	32	30	-1.12876
184	162	30	11	1.17228
43	217	24	23	-0.851793
207	123	20	11	-0.909617
263	127	36	24	-0.716007
55	172	28	19	-0.417961
219	90	29	15	0.0294691
213	36	30	23	0.548738
68	245	18	11	-1.51456
261	243	32	16	1.40805
24	57	23	11	0.0646441
187	31	22	15	0.337653
131	154	36	19	-1.04807
209	231	31	20	0.598441
30	130	28	25	-0.931186
