24
155	60	37	14	-0.0412091
37	42	32	12	0.606657
138	186	38	19	-0.663199
175	109	34	33	-0.817206
200	258	22	12	-0.215567
96	163	38	12	-1.40522
203	173	37	20	-0.962548
112	97	30	13	-1.44172
270	80	26	25	-0.184303
255	48	21	16	1.41377
106	237	23	15	-1.47081
115	131	23	12	1.08815
131	240	33	16	-1.37929
248	208	35	34	-1.02421
260	176	20	19	-0.401461
245	93	25	14	0.0430587
45	24	28	12	1.47806
115	187	20	11	0.736149
205	87	17	16	0.334068
236	272	32	20	0.892742
99	39	37	31	0.569404
124	275	24	23	-1.46871
87	284	26	11	1.33217
132	161	26	17	-1.23291
