24
264	48	26	16	0.331785
124	194	22	19	-0.447583
210	199	37	14	0.953182
183	69	29	21	0.968773
208	51	30	14	-0.0652685
192	160	36	23	-1.45136
38	54	33	15	-0.111036
89	159	34	29	0.251303
72	45	33	12	1.50893
260	225	26	22	0.00773803
28	103	19	17	-0.499675
160	112	20	16	-1.34745
261	267	35	30	1.19927
146	150	15	14	0.800162
111	94	34	22	-1.38299
275	42	22	20	-0.00199889
51	101	30	22	0.156751
196	259	33	28	-1.43245
111	234	26	13	-0.0330773
223	106	35	34	-1.09945
73	213	37	20	0.111648
178	178	28	19	0.475065
203	233	19	11	1.18526
113	65	15	15	-0.889184
