24
130	36	21	20	1.05618
273	167	21	14	1.43199
84	47	29	22	0.885345
190	222	37	19	1.21982
27	124	35	15	-0.432136
60	19	16	13	0.851508
89	75	21	19	-0.654661
248	201	34	24	-1.31913
186	124	27	24	-1.4206
70	129	23	17	0.53503
195	26	31	19	1.3484
26	264	22	11	-0.335513
149	158	29	28	0.469825
207	234	23	18	-0.813786
233	36	32	20	-0.37791
53	243	32	20	1.43088
62	264	35	24	0.265454
151	91	32	32	0.313713
242	155	25	20	1.45984
100	146	21	19	-0.959561
33	179	36	23	0.478063
259	240	35	14	0.319247
32	43	37	24	-0.237714
209	75	38	13	0.877706
