24
102	34	36	22	-0.773433
43	247	31	24	-0.999496
106	263	23	12	-0.257249
193	146	25	24	-1.38332
202	117	29	21	-1.21287
99	187	23	14	0.52305
100	239	36	12	-1.41894
104	112	28	18	1.16577
112	195	21	14	-1.43196
218	37	17	14	1.49478
249	194	38	17	-1.16328
140	145	29	28	1.07065
188	44	27	25	1.52437
73	48	13	12	0.724427
230	67	34	13	-1.10039
230	149	21	17	-1.40546
280	222	20	17	-0.17321
133	170	17	13	1.33785
104	90	33	25	-0.852153
153	93	22	11	1.15918
46	194	37	24	-0.370816
270	158	36	14	0.554744
266	35	35	20	0.56697
260	234	23	11	1.17722
