24
63	44	23	16	-1.26175
100	141	37	36	-1.42699
217	113	30	19	-1.15764
158	248	29	23	-1.54236
130	97	28	21	1.03934
139	146	25	23	1.50295
38	45	29	25	1.2763
92	95	38	18	-0.996578
239	76	34	20	0.558295
181	200	37	13	1.2054
185	69	19	16	0.784012
267	156	35	28	-0.0725038
130	223	31	19	0.210804
173	37	31	28	0.531897
245	183	20	13	0.317494
281	185	13	12	1.10552
236	156	14	13	1.23601
216	51	18	13	0.920123
142	40	36	12	0.991335
93	259	34	17	-1.56178
60	194	34	25	-0.0226008
213	223	34	18	0.494474
211	268	21	15	-1.34845
238	269	18	18	0.743186
