24
76	116	38	28	-0.611961
228	138	25	16	-1.4866
139	135	36	33	-0.466722
258	232	18	18	-0.364643
156	264	15	14	-0.617071
253	110	25	21	-0.787077
191	61	38	15	1.17366
106	230	28	23	-0.423577
85	234	19	17	1.26651
193	35	15	12	0.808369
152	110	29	27	-1.39125
39	38	32	12	0.346801
182	239	35	15	0.0339526
191	205	20	11	-0.0988717
79	40	37	21	1.22931
96	78	18	13	-0.819969
112	82	18	17	-1.56785
227	36	27	22	-0.753255
235	222	30	11	-0.694435
119	268	19	15	-0.158715
253	168	30	15	-0.529874
234	251	15	11	-0.18751
54	223	21	14	0.268167
46	261	30	19	-0.390372
